artist_id,genres,followers,artist_popularity
1HY2Jd0NmPuamShAr6KMms,art pop|pop,43948114,91
4U7lXyKdSf1JbM1aXvsodC,latin pop,4709011,75
1NjxFrpEGZTV2Ny0OJxeWu,indonesian indie|indonesian pop,1842725,73
4nVa6XlBFlIkF6msW57PHp,malayalam hip hop|desi hip hop,916242,74
2NfSBtmWe7oPw1EmetJVso,reggaeton|latin afrobeats|urbano latino|pop urbano,1038633,71
5rSXSAkZ67PYJSvpUpkOr7,,6867043,79
6Ff53KvcvAj5U7Z1vojB5o,,3152146,74
3uwAm6vQy7kWPS2bciKWx9,bedroom pop,8982381,74
20wkVLutqVOYrc0kxFs7rA,,12297546,88
0JRPF8WIKUtSO2IUYfrcuh,sertanejo|agronejo|sertanejo universitário,122359,67
1SXhEXzOTF7YeuQX59m7pT,piseiro|forró|sertanejo|arrocha|brega|seresta,3904256,77
55ru5B05MMBunM1tvH7Di6,cuarteto|cumbia,591427,64
3YQKmKGau1PzlVlkL1iodx,,25999273,85
3E12tRURRvPfHz0hAMCFYc,,2365905,84
1gl0S9pS0Zw0qfa14rDD3D,indie,1818797,71
7ITMCzIU9uII8gwRg8JAhc,hyperpop|nightcore,4701489,77
0L8ExT028jH3ddEcZwqJJ5,funk rock|alternative rock|rock,23676389,85
7t0rwkOPGlDPEhaOcVtOt9,,5622962,78
5eumcnUkdmGvkvcsx1WFNG,corrido|corridos tumbados|corridos bélicos|electro corridos|dembow belico|música mexicana,12865565,90
4gvjmrtzydbMpyJaXUtwvP,,1612062,77
0fTSzq9jAh4c36UVb4V7CB,,3395171,86
4DdkRBBYG6Yk9Ka8tdJ9BW,,5804673,79
3c0gDdb9lhnHGFtP4prQpn,k-pop,7144313,85
699OTQXzgjhIYAHMy9RyPD,rage rap,15568535,89
0eHQ9o50hj6ZDNBt6Ys1sD,reggaeton|urbano latino|latin,9040821,79
5HK6QtizXJzCmoYTkvFRik,,291957,61
04mzq9GH08zOBRdV2gzmXm,electro corridos|corrido|dembow belico|corridos bélicos|corridos tumbados,1037055,63
6aoGgTKGqtsjj48ymcNs4Z,brazilian funk|funk consciente|trap funk,2515407,78
3eVa5w3URK5duf6eyVDbu9,k-pop,13965824,81
250b0Wlc5Vk0CoUsaCY84M,k-pop,13171383,84
0NyzfcGDZZ6GM25EBG9BYK,,142019,58
5uwa6tAMMfNbBFIHiI6NV4,,908902,76
5YqI7p8zYsOpKJtjxYdOce,electro corridos|dembow belico|corrido|corridos tumbados|corridos bélicos,3334272,86
4LazDzEGshEUn9D2zbm6w2,,15404,53
1b7AEdUSudOQoZF5ebUxCL,,3029928,76
42MRYPhQfcEXqb18dl5ERX,,37863,49
7ohlPA8dRBtCf92zaZCaaB,,1093587,71
3p7PcrEHaaKLJnPUGOtRlT,sertanejo|sertanejo universitário|arrocha|agronejo,31356642,87
5vV3bFXnN6D6N3Nj4xRvaV,k-pop,9917662,80
4gwpcMTbLWtBUlOijbVpuu,,1023744,67
1nzgtKYFckznkcVMR3Gg4z,,2754007,59
4cPHsZM98sKzmV26wlwD2W,christmas,498450,81
1bAftSH8umNcGZ0uyV7LMg,argentine trap|trap|trap latino,13548664,81
4sj6D0zlMOl25nprDJBiU9,christmas|adult standards,612372,80
1GxkXlMwML1oSg5eLPiAz3,christmas,7026221,89
4iHNK0tOyZPYnBU7nGAgpQ,christmas,12307856,87
5IH6FPUwQTxPSXurCrcIov,,5641199,74
26dSoYclwsYLMAKD3tpOr4,pop,18282069,84
38EmEgXkgK51MT2tPY0EoC,christmas,88807,79
7j6DKwmjbxvpQO8h914uEz,reggaeton,4758758,82
70jpkgy5oGT4YjaGFpCpk7,brazilian funk|trap funk|funk consciente,1718285,79
49e4v89VmlDcFCMyDv9wQ9,christmas|adult standards|big band|swing music,2004712,83
3BmGtnKgCSGYIUhmivXKWX,christmas,11031680,84
2sSGPbdZJkaSE2AbcGOACx,bedroom pop,4243544,85
1EmdfupUQDpXOcb4Nj2mBH,,351180,69
2qoQgPAilErOKCwE2Y8wOG,,2732420,78
5v8jlSmAQfrkTjAlpUfWtu,christmas|adult standards,608419,77
7K78lVZ8XzkjfRSI7570FF,christmas|bolero|villancicos,479406,77
7gW0r5CkdEUMm42w9XpyZO,,9108008,85
293zczrfYafIItmnmM3coR,rockabilly|rock and roll,2249879,74
3dRfiJ2650SZu6GbydcHNb,soundtrack|score,1644845,78
1Mxqyy3pSjf8kZZL4QVxS0,christmas|big band|adult standards|swing music|jazz|vocal jazz,8605015,87
7v4imS0moSyGdXyLgVTIV7,christmas|adult standards|vocal jazz,2600265,83
6ZjFtWeHP9XN7FeKSUe80S,christmas,624964,85
2rmkQLzj0k4nZdQehOUByO,corrido|corridos tumbados|corridos bélicos|música mexicana,5701406,78
57nPqD7z62gDdq37US9XJR,score,808249,78
0wi4yTYlGtEnbGo4ltZTib,christmas|rockabilly,185377,73
26AHtbjWKiwYzsoGoUZq53,christmas,4047271,82
4MCBfE4596Uoi2O4DtmEMz,melodic rap|emo rap,43646812,88
7cYEt1pqMgXJdq00hAwVpT,,10816100,82
43ZHCT0cAZBISjO8DG9PnE,rockabilly|rock and roll,11208492,83
4x1nvY2FN8jxqAFA0DA02H,christmas,6721581,78
4STHEaNw4mPZ2tzheohgXB,,5302389,78
46UMQ0cW8ToR8egkBRwAxZ,musicals,605101,77
391oLRVmoTkumiN79HkTWu,christmas,74106,77
7CyeXFnOrfC1N6z4naIpgo,christmas,475927,79
6zO1dZ40fTZ5hY9NnnRJSk,,2138243,71
5KEG7G8LDYlHgFDqZyEEs2,christmas,1187778,75
4S9EykWXhStSc15wEx8QFK,variété française,10582278,80
5aC2LaswbZgcf1G2uxqBxF,agronejo|sertanejo|sertanejo universitário|piseiro,419368,71
2wzMOQwNT6ZvVB4amvhFAH,celtic punk|celtic rock|christmas|folk punk|celtic,675836,71
3HJq88k0us5XSJ4tD3J8RG,corrido|corridos tumbados|corridos bélicos|sierreño,749080,71
7gOdHgIoIKoe4i9Tta6qdD,,7812866,80
3eqjTLE0HfPfh78zjh6TqT,,7484318,80
5ixB75BQR3ADoWQkcHQJTs,christmas,89262,73
1sZwQg2rvSlGhkG218SouM,doo-wop|christmas,38167,45
77tT1kLj6mCWtFNqiOmP9H,yacht rock|soft rock,2932338,78
6LqNN22kT3074XbTVUrhzX,,9362253,81
6JL8zeS1NmiOftqZTRgdTz,,15754835,80
4ytkhMSAnrDP8XzRNlw9FS,christmas,195983,78
1AwO9pWEBSBoWdEZu28XDC,christmas,221831,70
4E5eAkpbJLO40r8fWNWm6X,traditional folk|folk,31044,39
3oDbviiivRWhXwIE8hxkVV,baroque pop,5164337,77
0ECwFtbIWEVNwjlrfc6xoL,classic rock|yacht rock|soft rock,12371984,80
0HU0U9kdXEHZVxUNbuQe8S,soul|classic soul,676564,70
1dfeR4HaWDbWqFHLkxsg1d,classic rock|rock|glam rock,55927897,86
67FB4n52MgexGQIG8s0yUH,,1567510,78
0MHgLfmQdutffmvWe5XBTN,christmas,124207,75
35S20clEkkSNUo23ViaslZ,christmas,46507,72
4yiQZ8tQPux8cPriYMWUFP,,7161730,79
4npEfmQ6YuiwW1GpUmaq3F,,7871725,80
1bT7m67vi78r2oqvxrP3X5,,435837,65
1DuBkL1pAgaZQHXKPiVr08,forró|piseiro|sertanejo|arrocha,773247,76
3DeOmVSmpv7WknXoo1OS8p,,415475,75
5H1nN1SzW0qNeUEZvuXjAj,reggaeton,6693484,81
4yGgbQJMq9orWypwqtdzYT,trap funk|brazilian trap|trap|brazilian funk,4941975,77
7823Dim2TzjiQQ9wRQxyi9,christmas|glam rock,52250,65
3hv9jJF3adDNsBSIQDqcjp,,1346098,77
5lKZWd6HiSCLfnDGrq9RAm,,3818253,72
6pV5zH2LzjOUHaAvENdMMa,corrido|corridos tumbados|corridos bélicos|electro corridos|dembow belico,5119983,87
5uD6uRKj2xYxpqx8bscaco,brazilian funk|trap funk,220063,69
7guDJrEfX3qb6FEbdPA5qi,motown|classic soul|soul,7236857,80
5V0MlUE1Bft0mbLlND7FJz,vocal jazz|jazz|swing music|big band|christmas,2770623,79
6vTqEFbTtTRJsuIpzZgjxi,pagode|samba,6752843,87
73Np75Wv2tju61Eo9Zw4IR,musicals,588898,75
10n5lhNDoSMUHWLlnST1yw,glam rock|christmas,459804,64
2iE18Oxc8YSumAU232n4rW,motown|christmas,1921448,75
4gKSUeHW82tGBeJsJSB1JC,arrocha|piseiro|seresta|forró|brega,560709,69
1REvGGP2H7cFLGZgK2sStO,malay|indonesian pop|indonesian indie,309948,63
007FXgr0jLBJxhPJjacXQH,piseiro|forró|arrocha|sertanejo|brega|seresta,1280707,65
74OaRjmyh0XyRZsQQQ5l7c,hindi pop|bollywood|desi|gujarati pop|hindi indie,3736044,71
3Y9A8EQQtWU8RStiTlzErv,salsa choke|rkt,820462,70
55tbxmVOI2mQ5eBWXPK7tL,forró|piseiro|arrocha|seresta,140317,62
7a0XAaPaK2aDSqa8p3QnC7,latin afrobeats|reggaeton|pop urbano,3858286,89
5FZN8ElUU5zENi2IK7gMnu,,188199,54
0Il5vC8lqunSFNav4mMLxU,arrocha|seresta|forró|brega|piseiro|sertanejo,2306801,82
5JZ7CnR6gTvEMKX4g70Amv,,6894669,75
6vP4azTCk053nGL0xAYnVH,hipdut|lagu timur|dangdut|malay|funkot|koplo|malay rap|indonesian hip hop|indonesian pop,1079306,77
6PXS4YHDkKvl1wkIl4V8DL,,5137145,73
4E2rKHVDssGJm2SCDOMMJB,,3327918,78
1vyhD5VmyZ7KMfW5gqLgo5,reggaeton|latin,39665122,89
6Xb4ezwoAQC4516kI89nWz,,1197717,77
5bQ3wFgekuIMIcWJuxkqLK,,102524,72
6IDsZZ4IHgs9VblBgQQSmt,indonesian pop|malay|malay pop,7444113,70
6wduHvHCH5QZtWs6ULilDM,forró|piseiro|arrocha|seresta|sertanejo|brega,1205618,70
5f7VJjfbwm532GiveGC0ZK,,22215012,88
08GfvCW09pv2QP4y9sle2a,country,932271,76
0lI3rF4hi4op6UxqlLHPzv,italian trap,1281879,67
1rGpYQGiwKelukgqpI6xKx,italian singer-songwriter|singer-songwriter,226783,55
3pgCLfNbw5ozIfoNsvDU7i,,2112454,62
0gm1lHoOXAdy5OB4AwFYRr,italian singer-songwriter|italo dance,1127598,65
5c8ZR64evQ00Spl73s76fo,corrido|corridos tumbados|corridos bélicos,1682294,73
30AbYddXmSkDXhnW6lB0ll,,63341,55
4QFG9KrGWEbr6hNA58CAqE,mexican hip hop|latin hip hop|electro corridos,6841035,79
55Aa2cqylxrFIXC767Z865,rap|hip hop,18461246,88
4fxd5Ee7UefO4CUXgwJ7IP,r&b,5496283,80
25u1DN0MwQVSav4XoJS7hl,concerto,724930,73
6hzngLO20cX5IGqT0hVv1G,bollywood|hindi indie|ghazal|hindi pop|indian indie,244811,62
5y2Xq6xcjJb2jVM54GHK3t,soft pop|neo soul,8213066,79
6UZ0ba50XreR4TM8u322gs,k-pop,7775415,72
2HPaUgqeutzr3jx5a9WyDV,dark r&b|r&b|trap soul,10665649,85
6EPlBSH2RSiettczlz7ihV,brooklyn drill|new york drill,2603918,72
3ebS2RuCq8QeLyndUDmgB5,,258952,74
6olE6TJLqED3rqDCT0FyPh,grunge|rock,24085449,83
7eGuHhstHEA8ipdVjsimYR,schlagerparty|schlager,89327,61
2AsusXITU8P25dlRNhcAbG,,2304971,71
20nJFshDG1OYH7Qp9K0TXf,corrido|electro corridos|corridos tumbados|corridos bélicos|dembow belico,395339,70
48veLPCIJh5NVQxhyNRKCm,opm|harana|p-pop|parang|kundiman,1533529,69
67hb7towEyKvt5Z8Bx306c,,2101752,80
7gIeuq2qBfYhO1budb6TSQ,piseiro|arrocha|forró|brazilian funk,111953,65
3qm84nBOXUEQ2vnTfUTTFC,rock|glam metal|hard rock|classic rock,36013177,82
1SyKki7JI1AZNKwgNMkn25,bhajan|hindi pop|bollywood|devotional,3317307,75
2kxP07DLgs4xlWz8YHlvfh,indonesian r&b,9490399,79
0NlNru2YcUz6RbnpYGQz26,corrido|corridos tumbados|corridos bélicos|música mexicana,1350015,76
2n2RSaZqBuUUukhbLlpnE6,progressive metal|metalcore,3009347,81
1GMwSpFzrLd12jUX15bHB6,turkish hip hop|turkish pop,6016163,80
3scNK8e4mqnP6Rb8a3lwZY,indian indie|desi|hindi indie,423437,66
5RTLRtXjbXI2lSXc6jxlAz,alternative r&b|indie soul,939322,78
5SCDfg1YoEfI5gFtXqEWah,phonk|brazilian phonk,556932,75
1ZMJSCQw8DIefcLb1FIpY0,corrido|corridos bélicos|corridos tumbados|sierreño|electro corridos|dembow belico|banda|música mexicana,2215026,80
6w3SkAHYPsQ1bxV7VDlG5y,argentine trap|trap latino|turreo,8168356,76
0AqlFI0tz2DsEoJlKSIiT9,argentine trap,5435437,76
6qxpnaukVayrQn6ViNvu9I,southern hip hop,2257158,82
7eKkW1zo5uzW8kUntiiBvz,,1031952,80
61nn6nOoLWjVC1ER2qFAvN,opm|harana|p-pop|parang|pinoy indie|kundiman,5381847,77
3frx2nsVBAA3DvbKTE9JeT,latin afrobeats,106486,61
4G9NDjRyZFDlJKMRL8hx3S,,3422923,86
5PlfkPxwCpRRWQJBxCa0By,latin house|afro house|techengue,719826,79
6jJ0s89eD6GaHleKKya26X,pop,39132433,86
163tK9Wjr9P9DmM0AVK7lm,,10656623,81
3k68C6mNMJL6OaAdWeW2ZF,sertanejo|sertanejo universitário|arrocha|agronejo|piseiro,4051669,78
7kk9ucvRJim0NMM89Lml2Y,phonk|brazilian phonk|funk,514676,80
5nGIFgo0shDenQYSE0Sn7c,alternative metal,6526128,78
46cVq2dwPgzPE3X1VR9TMj,indonesian indie|indonesian pop|indie|malay,3876015,70
0nnBZ8FXWjG9wZgM2cpfeb,,838745,76
0WOBasNNoE4TJ3CV2xnUvX,lagu timur|hipdut|maluku|dangdut|koplo|funkot|malay,240399,57
34LetYSjEuG2fBb4Z8PwPg,german hip hop,1315735,75
3EY5DxGdy7x4GelivOjS2Q,,709696,64
54seKvtsZauR1iauN0ptpo,,1750434,80
1cNPXWhKfjI0fT5EMCnamR,brazilian funk|piseiro|brega funk|arrocha,1140582,66
2yLzlEFtIS0Q9UkyBZdQA7,,1770092,79
1pS0qiLG23HMMLFwsQALKx,desi|indian indie,240228,60
6VcsqZOR5AtEOGeAtmutCZ,electro corridos|dembow belico|corrido|corridos tumbados,166864,65
0TvvDswOgvPbgSPK2RDf62,,637511,74
2IKfr1JgPRXmXKAWwrABc6,hindi indie|indian indie|desi pop|hindi pop,623254,71
5LcNPa8f8bRmZqELgoRFkN,indonesian pop|indonesian indie,1905255,73
3AQRLZ9PuTAozP28Skbq8V,,8921962,78
2hVWBpjLW4Q7fboYz2pVYK,alté,236905,74
0jrirfCZkRU3iA2sH9JEko,phonk|brazilian phonk,327111,71
5r3wPya2PpeTTsXsGhQU8O,punjabi hip hop|punjabi pop|desi hip hop|hindi hip hop|desi,10635612,77
2yNNYQBChuox9A5Ka93BIn,,4774741,86
4Kv35Xnw1ODjO2nIHLhdBY,brazilian funk|funk de bh,131189,68
0BJ2EjOqcfgFvlZXNKrNbE,,2804517,78
5eAWCfyUhZtHHtBdNk56l1,nu metal|metal|alternative metal|rap metal|rock,14503281,83
02wf6SCDwrs2qTX09X0IRE,phonk|brazilian phonk,195055,72
6TIYQ3jFPwQSRmorSezPxX,,5710719,80
1SupJlEpv7RS2tPNRaHViT,reggaeton|latin,20917736,83
4W9cXg9c6w38cHSUfUWPcP,,101944,49
4blbIMKwfzTxHGvN0Est1t,,137217,56
44XzG6GoJZNtkIGW19hsUK,,323310,58
0Q8NcsJwoCbZOHHW63su5S,urbano latino|trap latino|reggaeton,8508457,83
3m5qlPf2OkihLz3dRYnkPA,reggaeton,1571068,84
2jw70GZXlAI8QzWeY2bgRc,,4925198,79
58xrjO7pWlfj2C2uksXScP,,82489,53
7n2Ycct7Beij7Dj7meI4X0,k-pop,23980651,83
1kd6WqngBvP0Vthu1sGI0j,phonk|brazilian phonk,312779,76
2DSE0PhxKUmTPLfZm13sup,,304322,71
4MVyzYMgTwdP7Z49wAZHx0,southern rock|classic rock|rock,6008246,75
41MozSoPIsD1dJM0CLPjZF,k-pop,57070607,82
4oLeXFyACqeem2VImYeBFe,stutter house|house,2376997,81
78rUTD7y6Cy67W1RVzYs7t,bedroom pop,4985905,80
4YqwRbMLqGHRHLS1w2ZKse,brazilian trap|trap funk|trap|brazilian hip hop,6688516,79
1ITjgqpqMDJlqZGAK3mlPQ,turkish hip hop|turkish pop,3003681,66
5Kmr0b3ip8g9P2i0dLTC3Z,stutter house,312409,77
3ozYqVCLohfpXIhalkhM8D,hindi indie|indian indie|desi pop|hindi pop,2570862,78
6LEG9Ld1aLImEFEVHdWNSB,punjabi hip hop|punjabi pop|desi|bhangra|desi hip hop,9366359,79
0Eb38FY9vOjiRA10iXPGHI,desi pop|desi,38675,67
0Yg29FX1M4ayqjXs0ttZFq,chilean trap|reggaeton chileno|chilean mambo,793667,74
3HedFe4b2Nqeg1CEzmt6ZI,,697300,74
4iJLPqClelZOBCBifm8Fzv,emo|screamo|post-hardcore,4101768,78
6ZLTlhejhndI4Rh53vYhrY,metal|glam metal|heavy metal|hard rock,7887637,76
09UmIX92EUH9hAK4bxvHx6,bollywood|hindi pop|desi,11304333,79
7d86ERlvO5UG44j7Va0Y0C,indonesian indie|indonesian pop,7259699,74
3CIIaeZuFYrAD6PRVyuO4U,piseiro|forró|arrocha|sertanejo|agronejo|brega,3382912,77
4f7KfxeHq9BiylGmyXepGt,bollywood|hindi pop|desi|desi pop|gujarati garba,6042555,80
0rUu2qzqezBrCddX1RuUyJ,electro corridos|dembow belico|corrido|corridos tumbados,487059,78
6UgERnTHmjk3qXM9x5vzyO,malay|indonesian pop|indonesian r&b,2442271,77
0cGUm45nv7Z6M6qdXYQGTX,,8937693,81
5naPJsWUJ6y22yKXA6dX36,lagu timur|hipdut|maluku|dangdut|funkot|koplo|malay,402506,70
5M52tdBnJaKSvOpJGz8mfZ,metal|heavy metal|rock|stoner rock|doom metal|hard rock,10052538,76
5INjqkS1o8h1imAzPqGZBb,neo-psychedelic|indie,9965870,86
00x1fYSGhdqScXBRpSj3DW,pop soul,2555991,93
5KKpBU5eC2tJDzf0wmlRp2,,3269729,84
3aQeKQSyrW4qWr35idm0cy,,6021027,81
4Uwx6qzRn0kA9sz6cCDpBO,,97173,70
4xEDJHMQ8PN1U2pEldwI6O,reggaeton chileno|chilean trap,282381,73
7Gy1PxqrgsiqWF6JNYPHeB,indonesian indie|indonesian rock|indorock|indonesian pop,5935005,76
1snhtMLeb2DYoMOcVbb8iB,j-pop|anime|j-rock,7801002,80
250LLR8V4fFq1XFzAB1ZN5,turkish hip hop,1268219,74
3mIj9lX2MWuHmhNCA7LSCW,,8115574,79
0fA0VVWsXO9YnASrzqfmYu,,7841820,81
6QoCrBHsojKnOrsGNfRcTN,punjabi hip hop|punjabi pop|indian indie|desi|desi hip hop|hindi indie|hindi hip hop,3423843,80
1bpnl8qbR9GxmiNlkEufW6,brazilian funk|trap funk|funk consciente,455766,83
28DdkLhrzQNizZ0ExQpyku,indonesian pop|malay|indonesian r&b,7251049,71
2wY79sveU1sp5g7SokKOiI,soft pop,26655969,84
3S9Hg7sRKhmtWunFZ2yAYP,reggaeton mexa|reggaeton,1566636,81
51DevdOxIJin6DB1FXJpD1,turkish hip hop|drill,6724284,77
3MZsBdqDrRTJihTHQrO6Dq,,10896795,83
5s27i7oqhNWIcE4HeoVdq0,brazilian funk|funk consciente|trap funk,2207146,79
7ltDVBr6mKbRvohxheJ9h1,latin,9241292,87
37w38cCSGgKLdayTRjna4W,dream pop|shoegaze|slowcore,1915968,73
6fOMl44jA4Sp5b9PpYCkzz,christian hip hop,11432725,82
7lPCTAKDofGUQgXGonMrKd,arabic hip hop|khaleeji,97877,67
02gSuSAWEdWa5UOvqzjX6v,,409517,77
0Je74SitssvJg1w4Ra2EK7,,753579,69
1aSxMhuvixZ8h9dK9jIDwL,art pop|baroque pop|art rock,2712660,77
6xrc4RXcso9uKlYWlIANPU,piseiro|forró|arrocha|brega|sertanejo|seresta,518052,72
7ouEqUl1PCVPlNninecdcz,,27146,71
0EyhkwP3UnwGFBy6xwKjSy,,1166489,86
51kyrUsAVqUBcoDEMFkX12,indonesian indie|indonesian pop,12942536,82
7pFWMC2E7h8eL3SZyHRsRq,indonesian pop|indonesian indie,2620811,76
2ye2Wgw4gimLv2eAKyk1NB,metal|thrash metal|rock|heavy metal|hard rock,33027134,85
0F3maSKfGGVtfATaAyeyPG,dark r&b,1168591,76
3CIRif6ZAedT7kZSPvj2A4,christmas,538651,75
72OaDtakiy6yFqkt4TsiFt,,3861919,74
4UXqAaa6dQYAk18Lv7PEgX,emo|pop punk,11554969,81
0ocHleb3SllGNQQcDH35Xz,corrido|corridos bélicos,815037,79
1udruffum7CorOphFUMB9A,dansk pop|dansk rap,132084,70
3Z02hBLubJxuFJfhacLSDc,,4965809,79
465OXuCU8YZNmVG1leLwQ9,bollywood|indian indie|desi pop,106938,82
1Xylc3o4UrD53lo9CvFvVg,,11307110,83
2eam0iDomRHGBypaDQLwWI,,945288,72
3xvaSlT4xsyk6lY1ESOspO,,1023745,86
2apYMRrg5FxN4go0pfsCvf,christmas,16835,64
5qIpstBGrGteJZg1xIvbiz,sertanejo|sertanejo universitário,373030,84
3RGLhK1IP9jnYFH4BRFJBS,punk,3275972,74
